timestamp,prev_open,prev_close,prev_high,prev_low,macd_hist,ema_10,ema_20,ema_50,ema_100,ema_150,ema_200,target
2016-01-05 01:00:00-04:00,54.32,54.8,54.8,53.39,0.0,54.8,54.8,54.8,54.8,54.8,54.8,-1
2016-01-06 01:00:00-04:00,54.93,55.05,55.39,54.54,0.015954415954416844,54.84545454545454,54.823809523809516,54.80980392156862,54.8049504950495,54.80331125827814,54.80248756218906,-1
2016-01-07 01:00:00-04:00,54.32,54.05,54.4001,53.64,-0.03873604922037657,54.700826446280985,54.750113378684794,54.78000768935024,54.79000098029605,54.79333362571817,54.79500012375932,1
2016-01-08 01:00:00-04:00,52.7,52.17,53.485,52.07,-0.19090964957988582,54.2406761833208,54.50438829500053,54.677654446630626,54.73811977276543,54.75858748498018,54.768880719542814,1
2016-01-11 01:00:00-04:00,52.37,52.33,53.28,52.15,-0.26558344302873665,53.89328051362611,54.29730369547667,54.58558956637061,54.690434232710665,54.72642076332482,54.74461324969662,-1
2016-01-12 01:00:00-04:00,52.51,52.3,52.85,51.46,-0.2992873730182495,53.603593147512264,54.10708429590746,54.49595860298352,54.643098901369854,54.69428273996952,54.72028873974939,-1
2016-01-13 01:00:00-04:00,52.76,52.78,53.1,52.06,-0.2723162255967144,53.45384893887366,53.980695315344846,54.42866610874888,54.606205853817976,54.66892800169178,54.70098238412999,-1
2016-01-14 01:00:00-04:00,53.8,51.64,54.07,51.3038,-0.31149293886364526,53.124058222714815,53.757771951978675,54.31930665350382,54.54746910423742,54.628809750013744,54.6705248479695,1
2016-01-15 01:00:00-04:00,52.0,53.11,53.4163,51.57,-0.22280208368686183,53.12150218222121,53.69607938512357,54.27188286317035,54.51900436950005,54.6086930645831,54.65499723754195,1
2016-01-19 01:00:00-04:00,51.31,50.99,51.97,50.34,-0.28721323708753926,52.733956330908256,53.43835753892132,54.14318157441857,54.44912309485648,54.560763355118425,54.61852960333755,-1
2016-01-20 01:00:00-04:00,51.48,50.56,51.68,50.06,-0.33570275537368055,52.33869154347039,53.16422824950024,54.00266464993157,54.37211075634447,54.50777311200428,54.57814622419986,1
2016-01-21 01:00:00-04:00,49.98,50.79,51.38,49.1,-0.32878620794483526,52.057111262839406,52.938111273357364,53.87667780091464,54.301177870080224,54.45853108403072,54.540453226944145,1
2016-01-22 01:00:00-04:00,51.0,50.48,51.58,50.3,-0.3212169569519898,51.770363760504964,52.70400543779952,53.74347474989838,54.22551098156378,54.4058353080833,54.50005070727306,1
2016-01-25 01:00:00-04:00,51.41,52.29,52.33,51.26,-0.17760983094099492,51.864843076776786,52.664576348485284,53.686475740098444,54.1871840314338,54.377810999366964,54.478060152971835,1
2016-01-26 01:00:00-04:00,51.94,51.79,52.65,51.65,-0.1032789178925444,51.85123524463555,52.58128336291526,53.61210414244753,54.13971504071234,54.34353535699125,54.45131328577809,1
2016-01-27 01:00:00-04:00,51.79,52.17,52.44,51.55,-0.01987060460916068,51.909192472883625,52.54211351882809,53.55555103882214,54.10071078248041,54.31474680921653,54.428613651093734,-1
2016-01-28 01:00:00-04:00,52.01,51.22,52.2,51.0201,-0.01997735807518708,51.78388475054114,52.41619794560637,53.46396080200559,54.04366700460952,54.2737567852534,54.39668714710275,-1
2016-01-29 01:00:00-04:00,51.85,52.055,52.21,51.25,0.04153592112364857,51.83317843226094,52.381798141262905,53.408707437221054,54.004287459963784,54.244369278163944,54.373386777479844,-1
2016-02-01 01:00:00-04:00,54.73,55.09,55.09,54.0,0.2787510069096887,52.42532780821349,52.6397221278093,53.474640478898664,54.02578671818232,54.25556968507568,54.38051725730592,-1
2016-02-02 01:00:00-04:00,54.88,54.71,55.09,54.495,0.3950847225111106,52.84072275217467,52.83689144897032,53.5230859503144,54.039335496040096,54.261588629644216,54.38379569255661,-1
2016-02-03 01:00:00-04:00,54.17,53.0,54.26,52.65,0.34377596066041427,52.86968225177927,52.85242559668744,53.502572775792274,54.01875459512841,54.24487884647012,54.370026581187894,-1
2016-02-04 01:00:00-04:00,53.25,52.16,53.39,51.26,0.24481966436543845,52.740649115092125,52.786480301764826,53.449922863016106,53.981947573442696,54.2172645571129,54.34803626694722,1
2016-02-05 01:00:00-04:00,52.1,52.0,52.81,51.37,0.16402428699523286,52.605985639620826,52.71157741588246,53.39306314289783,53.94270108683987,54.187896814634584,54.324672722002475,-1
2016-02-08 01:00:00-04:00,51.94,50.16,52.0,49.56,-0.00874027078105788,52.16126097787158,52.46857004294127,53.26627635298027,53.867796114823236,54.13454718795068,54.283233192430316,-1
2016-02-09 01:00:00-04:00,49.55,49.41,49.57,48.19,-0.16051155109189807,51.66103170916765,52.177277657899246,53.115049829333984,53.779522924430694,54.07197040400431,54.23474330991858,1
2016-02-10 01:00:00-04:00,49.02,49.28,50.24,48.67,-0.25123576063069,51.22811685295535,51.901346452385035,52.96465571837971,53.69042346058058,54.00850059732876,54.18544238146168,1
2016-02-11 01:00:00-04:00,49.89,49.71,50.39,49.52,-0.26263042705304374,50.95209560696347,51.69264679025312,52.837022160796195,53.61160319403443,53.95156681458269,54.14091061647201,1
2016-02-12 01:00:00-04:00,48.68,49.69,50.11,48.51,-0.2518249063260245,50.722623678424654,51.50191852451473,52.71360952703948,53.53394768524167,53.895122221012066,54.09662294864643,-1
2016-02-16 01:00:00-04:00,50.25,50.5,50.68,49.75,-0.1741285607655495,50.6821466459838,51.40649771265618,52.626801310292834,53.47386951325669,53.8501537147735,54.06083565562507,-1
2016-02-17 01:00:00-04:00,50.9,51.09,51.09,50.13,-0.07222232473879187,50.75630180125947,51.37635507335559,52.566534592242135,53.42666417636051,53.81359538742551,54.03127510183776,1
2016-02-18 01:00:00-04:00,51.49,52.42,52.77,51.45,0.08690578883634181,51.05879238284865,51.47574982827411,52.56078813764441,53.406730232274164,53.795137170373515,54.015242513759766,1
2016-02-19 01:00:00-04:00,52.33,52.19,52.95,52.1,0.17380407659890273,51.26446649505799,51.543773654152766,52.54624742636424,53.38263656430834,53.773877075401685,53.99708089670743,-1
2016-02-22 01:00:00-04:00,51.97,51.82,52.28,51.53,0.20154414944729881,51.36547258686562,51.570080925185835,52.51776713513427,53.351693266005206,53.74799790884008,53.975418400222786,1
2016-02-23 01:00:00-04:00,52.28,52.65,53.0,52.28,0.26687265551197303,51.59902302561732,51.67293036088242,52.522952737678025,53.337798349846686,53.73345489017994,53.9622301574345,-1
2016-02-24 01:00:00-04:00,52.34,51.18,52.37,50.98,0.20494735152417304,51.52283702095962,51.62598461222695,52.47028792443575,53.2950696696517,53.69963429560802,53.934546275270975,1
2016-02-25 01:00:00-04:00,50.69,51.36,51.5,50.2,0.17134008030165332,51.493230289876045,51.60065274439581,52.426747221516706,53.25675145837147,53.66864576189136,53.90892889939764,-1
2016-02-26 01:00:00-04:00,51.73,52.1,52.1,50.61,0.1925911251321617,51.60355205535312,51.648209625881925,52.41393360498664,53.233845488898766,53.6478689968332,53.89092960686632,-1
