timestamp,symbol,open,high,low,close,volume,trade_count,vwap
2016-01-04 01:00:00-04:00,META,101.95,102.24,99.75,102.22,40592464.0,234429.0,101.330525
2016-01-05 01:00:00-04:00,META,102.89,103.7099,101.665,102.73,24021945.0,143230.0,102.721052
2016-01-06 01:00:00-04:00,META,101.13,103.77,100.9,102.97,25678428.0,152003.0,102.671621
2016-01-07 01:00:00-04:00,META,100.5,101.43,97.3,97.92,46469979.0,271754.0,99.350526
2016-01-08 01:00:00-04:00,META,99.88,100.5,97.0311,97.33,36533649.0,204105.0,98.907319
2016-01-11 01:00:00-04:00,META,97.91,98.6,95.39,97.51,30652421.0,178521.0,96.888253
2016-01-12 01:00:00-04:00,META,99.0,99.96,97.55,99.37,29365186.0,168244.0,99.065267
2016-01-13 01:00:00-04:00,META,100.58,100.58,95.21,95.44,34413805.0,197260.0,97.527313
2016-01-14 01:00:00-04:00,META,95.85,98.87,92.45,98.37,50058183.0,272685.0,96.122351
2016-01-15 01:00:00-04:00,META,93.98,96.38,93.54,94.97,49249968.0,271782.0,94.87616
2016-01-19 01:00:00-04:00,META,96.53,97.42,93.92,95.26,31998808.0,170892.0,95.717129
2016-01-20 01:00:00-04:00,META,92.83,95.0,89.37,94.35,60576422.0,336813.0,92.010006
2016-01-21 01:00:00-04:00,META,94.91,95.99,92.62,94.16,31264908.0,179890.0,94.811438
2016-01-22 01:00:00-04:00,META,96.41,98.07,95.49,97.94,31534585.0,166638.0,97.087656
2016-01-25 01:00:00-04:00,META,98.72,99.48,96.93,97.01,34128067.0,167774.0,98.210682
2016-01-26 01:00:00-04:00,META,97.76,97.88,95.66,97.34,27635806.0,153979.0,96.884833
2016-01-27 01:00:00-04:00,META,97.79,97.85,94.23,94.45,60528800.0,305032.0,95.898856
2016-01-28 01:00:00-04:00,META,107.2,110.34,104.81,109.11,109480590.0,603173.0,107.875239
2016-01-29 01:00:00-04:00,META,108.99,112.84,108.84,112.21,66258706.0,333027.0,111.666422
2016-02-01 01:00:00-04:00,META,112.27,115.72,112.01,115.09,47277652.0,252336.0,114.507757
2016-02-02 01:00:00-04:00,META,114.8,117.59,113.2,114.61,57052127.0,291394.0,115.280626
2016-02-03 01:00:00-04:00,META,115.27,115.3407,109.75,112.69,57636431.0,309550.0,111.999906
2016-02-04 01:00:00-04:00,META,111.8,111.94,109.25,110.49,40116600.0,225990.0,110.46475
2016-02-05 01:00:00-04:00,META,109.51,109.58,103.18,104.07,78008730.0,427950.0,105.176925
2016-02-08 01:00:00-04:00,META,100.41,102.68,97.46,99.75,72715569.0,433775.0,99.612559
2016-02-09 01:00:00-04:00,META,97.14,102.4,96.82,99.54,63532869.0,348772.0,99.932645
2016-02-10 01:00:00-04:00,META,101.55,103.25,100.24,101.0,45868972.0,245526.0,101.962145
2016-02-11 01:00:00-04:00,META,99.6,105.11,98.88,101.91,44649400.0,244501.0,100.606462
2016-02-12 01:00:00-04:00,META,103.74,104.24,101.09,102.01,37417967.0,202652.0,102.581305
2016-02-16 01:00:00-04:00,META,103.8,103.93,100.24,101.61,47146782.0,273205.0,101.750999
2016-02-17 01:00:00-04:00,META,101.94,105.72,100.4,105.2,45344070.0,231940.0,103.911715
2016-02-18 01:00:00-04:00,META,105.8,106.0,103.03,103.47,30955776.0,162743.0,104.054382
2016-02-19 01:00:00-04:00,META,102.55,105.02,102.06,104.57,34137098.0,170483.0,103.987641
2016-02-22 01:00:00-04:00,META,105.49,108.25,105.34,107.16,32098350.0,173127.0,107.088553
2016-02-23 01:00:00-04:00,META,106.85,107.47,105.12,105.46,26061066.0,144568.0,106.038514
2016-02-24 01:00:00-04:00,META,104.21,106.95,102.74,106.88,35518121.0,192560.0,104.797802
2016-02-25 01:00:00-04:00,META,107.11,108.07,105.61,108.07,30893754.0,164556.0,107.057162
2016-02-26 01:00:00-04:00,META,108.7,109.45,107.16,107.92,27418915.0,150422.0,108.214148
2016-02-29 01:00:00-04:00,META,107.6,108.9101,106.75,106.92,37981834.0,131446.0,107.572627
2016-03-01 01:00:00-04:00,META,107.83,109.82,107.6,109.82,28162049.0,151135.0,109.185491
2016-03-02 01:00:00-04:00,META,109.68,110.55,108.77,109.95,27329101.0,135634.0,109.651825
2016-03-03 01:00:00-04:00,META,110.25,110.3,108.54,109.58,21876701.0,121452.0,109.257736
2016-03-04 01:00:00-04:00,META,110.05,110.05,107.93,108.39,25910444.0,130299.0,108.687886
2016-03-07 01:00:00-04:00,META,108.07,108.07,104.72,105.73,32245703.0,185935.0,106.195193
2016-03-08 01:00:00-04:00,META,104.78,107.37,104.4,105.93,26536767.0,139270.0,106.304514
2016-03-09 01:00:00-04:00,META,106.7,107.51,105.49,107.51,21058281.0,115439.0,106.769063
2016-03-10 01:00:00-04:00,META,107.91,108.66,105.7699,107.32,25305857.0,140486.0,107.240665
2016-03-11 01:00:00-04:00,META,108.48,109.42,107.92,109.41,21774702.0,113019.0,108.820689
2016-03-14 00:00:00-04:00,META,109.28,110.33,108.77,109.89,17897459.0,96531.0,109.786743
2016-03-15 00:00:00-04:00,META,109.11,110.83,108.84,110.67,18572183.0,102486.0,110.096284
2016-03-16 00:00:00-04:00,META,110.49,112.5,110.1,112.18,25344295.0,144762.0,111.440821
2016-03-17 00:00:00-04:00,META,112.15,112.69,110.73,111.02,25068232.0,134143.0,111.440777
2016-03-18 00:00:00-04:00,META,111.56,112.42,110.27,111.45,43448720.0,139396.0,111.51905
2016-03-21 00:00:00-04:00,META,111.66,112.37,111.03,111.85,19277089.0,113463.0,111.674456
2016-03-22 00:00:00-04:00,META,111.36,112.88,111.17,112.25,20585165.0,91055.0,112.167868
2016-03-23 00:00:00-04:00,META,112.01,113.19,112.0,112.54,19205869.0,101615.0,112.666391
2016-03-24 00:00:00-04:00,META,112.13,113.09,111.68,113.05,18673488.0,93465.0,112.409983
2016-03-28 00:00:00-04:00,META,113.27,114.5889,112.95,113.69,22397966.0,112374.0,113.764568
2016-03-29 00:00:00-04:00,META,113.83,116.32,113.64,116.14,30512738.0,164077.0,115.194139
2016-03-30 00:00:00-04:00,META,116.74,116.99,114.355,114.7,34136845.0,167085.0,115.491131
2016-03-31 00:00:00-04:00,META,114.7,115.01,113.7682,114.1,22205710.0,115319.0,114.383629
2016-04-01 00:00:00-04:00,META,113.75,116.17,113.35,116.06,26312087.0,130249.0,115.402517
2016-04-04 00:00:00-04:00,META,114.07,114.55,111.61,112.55,49896979.0,268882.0,112.758612
2016-04-05 00:00:00-04:00,META,112.11,113.32,111.9,112.22,23509722.0,132688.0,112.631527
2016-04-06 00:00:00-04:00,META,112.47,113.81,112.42,113.71,21283907.0,113185.0,113.300329
2016-04-07 00:00:00-04:00,META,113.79,114.89,113.0663,113.64,21365174.0,115574.0,113.864856
2016-04-08 00:00:00-04:00,META,114.25,114.33,109.9,110.63,49315050.0,235573.0,111.410816
2016-04-11 00:00:00-04:00,META,110.7,110.91,108.77,108.99,40723884.0,202089.0,109.61842
2016-04-12 00:00:00-04:00,META,109.34,111.1645,108.99,110.61,26748320.0,142315.0,110.34903
2016-04-13 00:00:00-04:00,META,112.23,112.65,106.52,110.51,88929641.0,417693.0,109.378022
2016-04-14 00:00:00-04:00,META,110.62,112.04,110.26,110.84,29200221.0,144982.0,111.152184
2016-04-15 00:00:00-04:00,META,110.79,110.97,109.2,109.64,22563466.0,106670.0,109.882106
2016-04-18 00:00:00-04:00,META,109.74,110.81,109.2,110.45,21756405.0,126094.0,110.079115
2016-04-19 00:00:00-04:00,META,111.1,112.45,109.16,112.29,31004319.0,173452.0,110.999827
2016-04-20 00:00:00-04:00,META,112.43,113.27,111.56,112.42,22054743.0,109256.0,112.467341
2016-04-21 00:00:00-04:00,META,112.55,114.04,112.31,113.44,21351601.0,116964.0,113.386618
2016-04-22 00:00:00-04:00,META,111.21,111.75,109.01,110.56,40457033.0,207061.0,110.227981
2016-04-25 00:00:00-04:00,META,109.87,110.67,109.07,110.1,21949715.0,104973.0,109.831519
2016-04-26 00:00:00-04:00,META,110.49,110.5,108.15,108.76,23386233.0,124198.0,109.304523
2016-04-27 00:00:00-04:00,META,107.94,108.94,106.31,108.89,52929983.0,268134.0,107.568846
2016-04-28 00:00:00-04:00,META,119.575,120.79,116.23,116.73,89270281.0,449833.0,118.681482
2016-04-29 00:00:00-04:00,META,116.82,117.84,115.84,117.58,39683056.0,195732.0,116.936144
