timestamp,prev_open,prev_close,prev_high,prev_low,macd_hist,ema_10,ema_20,ema_50,ema_100,ema_150,ema_200,target
2016-01-05 01:00:00-04:00,230.72,223.41,231.38,219.0,0.0,223.41,223.41,223.41,223.41,223.41,223.41,-1
2016-01-06 01:00:00-04:00,226.36,223.43,226.89,220.0,0.0012763532763528929,223.41363636363636,223.41190476190476,223.4107843137255,223.41039603960397,223.41026490066227,223.41019900497514,-1
2016-01-07 01:00:00-04:00,220.0,219.04,220.05,215.98,-0.2781530149917444,222.6184297520661,222.9955328798186,223.2393810073049,223.3238535437702,223.35238059734223,223.36671443776146,1
2016-01-08 01:00:00-04:00,214.19,215.65,218.44,213.67,-0.6544235113272634,221.3514425244177,222.29595831983585,222.94175822270472,223.17189604785395,223.25036231128473,223.28993120952504,1
2016-01-11 01:00:00-04:00,217.86,211.0,220.44,210.77,-1.1505861222872544,219.46936206543268,221.22015276556579,222.4734539786771,222.93086840334198,223.08810585683065,223.16764333679345,-1
2016-01-12 01:00:00-04:00,214.01,207.85,214.45,203.0,-1.597536209822445,217.35675078080854,219.94680488313094,221.89998519519958,222.63223734585003,222.8862766401839,223.0152289752333,1
2016-01-13 01:00:00-04:00,211.6,209.97,213.7395,205.31,-1.6502507824517418,216.0137051842979,218.9966329894994,221.43214263852508,222.38149997266487,222.71520012839338,222.8854257018479,-1
2016-01-14 01:00:00-04:00,212.01,200.31,212.65,200.0,-2.2011136113726986,213.1584860598801,217.21695365716613,220.60382331936722,221.94444056726556,222.41844251079877,222.66079460033697,1
2016-01-15 01:00:00-04:00,202.21,206.18,210.0,193.38,-2.039223874603949,211.88967041262916,216.1658152136265,220.03818318919596,221.6322734273197,222.20336380204648,222.49680659436348,1
2016-01-19 01:00:00-04:00,198.97,204.99,205.07,197.25,-1.884986068334138,210.63518488306022,215.1014518599478,219.4480583582471,221.30272345846188,221.97537222850946,222.32260951382256,-1
2016-01-20 01:00:00-04:00,208.71,204.72,210.47,200.78,-1.6806212292736475,209.5596967225038,214.11274215900036,218.87048744223742,220.97435269690817,221.7468242519729,222.14745917040145,-1
2016-01-21 01:00:00-04:00,199.4,198.7,201.28,191.25,-1.8186719709576717,207.58520640932127,212.64486195338128,218.0794879346987,220.5332764058803,221.44156830161566,221.9141511189547,-1
2016-01-22 01:00:00-04:00,201.55,199.97,203.23,195.02,-1.6947294264310404,206.20062342580832,211.43773224353546,217.36931193725954,220.12608281368463,221.1571766684817,221.69580135657702,-1
2016-01-25 01:00:00-04:00,204.8005,202.55,205.5,199.03,-1.3256080679779085,205.536873712025,210.59128155367495,216.78816244952387,219.7780415698493,220.91072399737598,221.50529587044196,1
2016-01-26 01:00:00-04:00,200.06,196.38,203.57,195.88,-1.3775465598875236,203.8719875825659,209.23782616761068,215.9878423534641,219.31471401401072,220.5858137457551,221.25529292645749,-1
2016-01-27 01:00:00-04:00,196.7,193.56,197.82,188.88,-1.4737456261012793,201.9970807493721,207.74469986593348,215.1083191239165,218.8047196770996,220.22785594779808,220.9797178724629,-1
2016-01-28 01:00:00-04:00,192.38,188.07,193.26,185.77,-1.759677646809907,199.46488424948623,205.87091892632077,214.0479928837629,218.19611136666197,219.80192408093984,220.65225799313492,-1
2016-01-29 01:00:00-04:00,190.79,189.7,191.28,182.41,-1.6911491509669547,197.68945074957963,204.33083140952832,213.09316963341925,217.63183193365873,219.40322309973536,220.34427532653658,1
2016-02-01 01:00:00-04:00,189.95,191.2,193.74,188.08,-1.408485872677753,196.5095506132924,203.08027603719228,212.23461396152047,217.10842932111103,219.0296704758978,220.05428253721783,1
2016-02-02 01:00:00-04:00,188.76,196.94,199.52,182.75,-0.7326276185601115,196.5878141381483,202.49548784317398,211.63482517871574,216.70905448306922,218.7370920589985,219.82428967615098,-1
2016-02-03 01:00:00-04:00,192.42,182.78,193.12,180.23,-1.1140536809628845,194.07730247666677,200.61782233430026,210.50326340700138,216.03719201805794,218.2608391840449,219.45568977887586,-1
2016-02-04 01:00:00-04:00,183.59,173.48,183.94,170.18,-1.8254770856491414,190.33233839000007,198.03326782627164,209.0513707243739,215.19447534443302,217.667715486243,218.99822022883728,1
2016-02-05 01:00:00-04:00,170.7,175.33,175.98,166.99,-1.9907148578214908,187.60464050090914,195.87105184281722,207.7289640293004,214.4050797930581,217.10695104271662,218.56371057481903,-1
2016-02-08 01:00:00-04:00,171.3,162.6,173.0,157.7442,-2.7308763164688017,183.05834222801656,192.7023802387394,205.95920073403374,213.37923662883912,216.3850046712899,218.00685773327857,-1
2016-02-09 01:00:00-04:00,157.105,147.99,157.15,146.0,-3.9063413054073006,176.68228000474082,188.4440583112404,203.6858987444638,212.0844002599512,215.4791105696834,217.31017258170365,1
2016-02-10 01:00:00-04:00,142.32,148.25,159.79,141.05,-4.335154293842248,171.5127745493334,184.61605275778894,201.51194193095543,210.82035273005118,214.58865877405844,216.6230066853683,1
2016-02-11 01:00:00-04:00,150.5,143.67,154.97,141.74,-4.572497987311301,166.45045190400003,180.71642868561855,199.24363048268268,209.49064277500068,213.64933879029607,215.8971061213348,1
2016-02-12 01:00:00-04:00,152.0,150.47,163.26,147.0,-3.940723825389483,163.54491519418184,177.83581642984535,197.33093909120493,208.3219171754957,212.81252635598753,215.246090140028,1
2016-02-16 01:00:00-04:00,155.0,151.04,157.01,143.7,-3.18592441370431,161.27129424978514,175.28383391271723,195.5156081464518,207.18762178588193,211.99434719895459,214.6072235714705,1
2016-02-17 01:00:00-04:00,158.7,155.17,162.95,154.11,-2.159130741894076,160.16196802255146,173.36823068293464,193.93342743482626,206.15756986932982,211.24170683870355,214.01580841155538,1
2016-02-18 01:00:00-04:00,159.0,168.68,169.34,156.68,-0.412151775896632,161.7107011093603,172.92173252265513,192.94309694718604,205.41543977290746,210.67797562229688,213.5647058402961,-1
2016-02-19 01:00:00-04:00,172.42,166.77,172.95,164.77,0.7115168572448756,162.63057363493112,172.33585323478323,191.91670098847285,204.65018353978058,210.0964130312731,213.09908687671108,1
2016-02-22 01:00:00-04:00,163.66,166.58,167.49,162.5,1.4937467736800745,163.34865115585274,171.78767673623244,190.92310487127784,203.89631851919088,209.52003669973305,212.63621039037565,1
2016-02-23 01:00:00-04:00,170.12,177.74,178.91,169.85,2.7418896657370873,165.96526003660676,172.35456466611504,190.40612036652186,203.37837161782076,209.099109061326,212.28898441634206,1
2016-02-24 01:00:00-04:00,176.16,177.21,181.73,173.68,3.464350260615671,168.00975821176917,172.81698707886596,189.88862545018767,202.86018604123024,208.67673675587798,211.93993979528392,1
2016-02-25 01:00:00-04:00,172.75,179.0,179.5,167.84,3.959611822635223,170.00798399144747,173.4058454523073,189.46162053057247,202.3877071097207,208.28366739487296,211.612179200306,1
2016-02-26 01:00:00-04:00,178.65,187.43,188.5192,175.2,4.701231534431804,173.17562326572977,174.74147921875422,189.38194913721668,202.09151488972623,208.0074598797091,211.3715605017955,1
2016-02-29 01:00:00-04:00,188.7,190.34,192.0,185.0,5.195398269095499,176.29641903559707,176.2270526264919,189.41951975928663,201.85881162458313,207.77345378858715,211.1622912430712,1
2016-03-01 01:00:00-04:00,192.4,191.93,196.35,189.222,5.412480555034626,179.13888830185215,177.72257142396887,189.51796996480482,201.66220149340324,207.56360671853963,210.97092516105062,-1
2016-03-02 01:00:00-04:00,194.25,186.35,195.9484,182.7,4.974603076800764,180.4499995196972,178.5442312883528,189.39373584853797,201.35898958264278,207.28263179511526,210.72594083108993,1
2016-03-03 01:00:00-04:00,183.73,188.34,188.52,181.5,4.620925356458647,181.88454506157044,179.477161641843,189.3524128740855,201.10118780872907,207.03173600974952,210.5031951511786,1
