timestamp,symbol,open,high,low,close,volume,trade_count,vwap
2016-01-04 01:00:00-04:00,AAPL,102.61,105.368,102.0,105.35,71935339.0,351452.0,104.00725
2016-01-05 01:00:00-04:00,AAPL,105.75,105.85,102.41,102.71,58690536.0,321365.0,103.414304
2016-01-06 01:00:00-04:00,AAPL,100.56,102.37,99.87,100.7,71079827.0,409164.0,100.847762
2016-01-07 01:00:00-04:00,AAPL,98.68,100.13,96.43,96.45,85996453.0,462836.0,98.046209
2016-01-08 01:00:00-04:00,AAPL,98.55,99.11,96.76,96.96,75066292.0,419555.0,97.91649
2016-01-11 01:00:00-04:00,AAPL,98.97,99.06,97.34,98.53,52375648.0,292283.0,98.162392
2016-01-12 01:00:00-04:00,AAPL,100.55,100.69,98.8399,99.96,51870901.0,282811.0,99.764759
2016-01-13 01:00:00-04:00,AAPL,100.32,101.19,97.3,97.39,64725429.0,362017.0,99.326527
2016-01-14 01:00:00-04:00,AAPL,97.96,100.48,95.74,99.52,65793807.0,362782.0,98.330652
2016-01-15 01:00:00-04:00,AAPL,96.2,97.71,95.36,97.13,86255486.0,446779.0,96.669106
2016-01-19 01:00:00-04:00,AAPL,98.41,98.65,95.5,96.66,55291216.0,291405.0,96.891036
2016-01-20 01:00:00-04:00,AAPL,95.1,98.1897,93.42,96.79,76814602.0,431731.0,95.301615
2016-01-21 01:00:00-04:00,AAPL,97.06,97.88,94.94,96.3,53874569.0,301289.0,96.644399
2016-01-22 01:00:00-04:00,AAPL,98.63,101.46,98.37,101.42,68555074.0,375004.0,100.081638
2016-01-25 01:00:00-04:00,AAPL,101.52,101.53,99.21,99.44,56705555.0,281834.0,100.342522
2016-01-26 01:00:00-04:00,AAPL,99.93,100.88,98.07,99.99,76898628.0,402740.0,99.751389
2016-01-27 01:00:00-04:00,AAPL,96.04,96.6289,93.34,93.42,136157631.0,683978.0,94.847878
2016-01-28 01:00:00-04:00,AAPL,93.79,94.52,92.39,94.09,57382491.0,338199.0,93.627225
2016-01-29 01:00:00-04:00,AAPL,94.79,97.34,94.35,97.34,72474634.0,330709.0,96.354336
2016-02-01 01:00:00-04:00,AAPL,96.47,96.71,95.4,96.43,42902576.0,236718.0,96.221107
2016-02-02 01:00:00-04:00,AAPL,95.42,96.04,94.28,94.48,39134721.0,232923.0,95.057415
2016-02-03 01:00:00-04:00,AAPL,95.0,96.84,94.08,96.35,47879172.0,297823.0,95.382979
2016-02-04 01:00:00-04:00,AAPL,95.86,97.33,95.19,96.6,48499674.0,265046.0,96.333965
2016-02-05 01:00:00-04:00,AAPL,96.52,96.92,93.69,94.02,48376190.0,288496.0,94.925473
2016-02-08 01:00:00-04:00,AAPL,93.13,95.7,93.04,95.01,57227983.0,353981.0,94.255297
2016-02-09 01:00:00-04:00,AAPL,94.29,95.94,93.93,94.99,45772069.0,273871.0,94.871106
2016-02-10 01:00:00-04:00,AAPL,95.92,96.35,94.1,94.27,43826931.0,265625.0,95.252059
2016-02-11 01:00:00-04:00,AAPL,93.79,94.72,92.59,93.7,52982364.0,315319.0,93.6063
2016-02-12 01:00:00-04:00,AAPL,94.19,94.5,93.01,93.99,43157667.0,243991.0,93.765767
2016-02-16 01:00:00-04:00,AAPL,95.02,96.85,94.61,96.64,52197131.0,267843.0,95.938867
2016-02-17 01:00:00-04:00,AAPL,96.67,98.21,96.15,98.12,47812812.0,243459.0,97.44845
2016-02-18 01:00:00-04:00,AAPL,98.84,98.89,96.091,96.26,41324188.0,215836.0,96.960761
2016-02-19 01:00:00-04:00,AAPL,96.0,96.7599,95.8,96.04,38446662.0,188049.0,96.212603
2016-02-22 01:00:00-04:00,AAPL,96.31,96.9,95.92,96.88,32387908.0,164911.0,96.437116
2016-02-23 01:00:00-04:00,AAPL,96.4,96.5,94.55,94.69,34294693.0,199766.0,95.248588
2016-02-24 01:00:00-04:00,AAPL,93.98,96.38,93.32,96.1,37745063.0,220037.0,94.808813
2016-02-25 01:00:00-04:00,AAPL,96.05,96.76,95.25,96.76,29119168.0,173262.0,96.071147
2016-02-26 01:00:00-04:00,AAPL,97.2,98.0237,96.58,96.91,30498020.0,172815.0,97.224041
2016-02-29 01:00:00-04:00,AAPL,96.86,98.23,96.65,96.69,39919732.0,175889.0,97.306058
2016-03-01 01:00:00-04:00,AAPL,97.65,100.77,97.42,100.53,52455164.0,294794.0,99.657166
2016-03-02 01:00:00-04:00,AAPL,100.51,100.89,99.64,100.75,35307986.0,190906.0,100.244421
2016-03-03 01:00:00-04:00,AAPL,100.58,101.7099,100.45,101.5,37984634.0,209592.0,101.200413
2016-03-04 01:00:00-04:00,AAPL,102.37,103.75,101.37,103.01,47786209.0,246777.0,102.733768
