return,drawdown,winrate,trades,tp,sl,stdev,cluster,technique
29.103271148051448,22.578642455132673,74.54545454545455,55,2.0,6.0,0.0,0,Kmeans
50.41224065412593,12.544503400490317,79.62962962962963,54,2.0,6.5,0.0,0,Kmeans
45.32148203731501,16.317035464612754,79.62962962962963,54,2.0,7.0,0.0,0,Kmeans
36.60422583450356,14.226521686812388,78.57142857142857,56,2.0,7.5,0.0,0,Kmeans
39.30039546699502,14.60997086317535,81.48148148148148,54,2.0,8.0,0.0,0,Kmeans
43.33798172521202,16.692472077422913,84.0,50,2.0,8.5,0.0,0,Kmeans
46.369378036042995,14.923139286949509,84.78260869565217,46,2.0,9.0,0.0,0,Kmeans
45.53480326300772,14.129798932792486,85.1063829787234,47,2.0,9.5,0.0,0,Kmeans
18.21429193137274,12.826559257447926,25.287356321839084,174,2.5,0.5,0.0,0,Kmeans
-0.7645353880693762,16.751065305024433,32.846715328467155,137,2.5,1.0,0.0,0,Kmeans
9.532717952570092,13.919891944152027,40.707964601769916,113,2.5,1.5,0.0,0,Kmeans
-6.338406970195177,22.72156391897408,43.0,100,2.5,2.0,0.0,0,Kmeans
12.422693259346262,21.85055446116706,53.93258426966292,89,2.5,2.5,0.0,0,Kmeans
40.32166629775445,15.067775624315779,59.210526315789465,76,2.5,3.0,0.0,0,Kmeans
28.602793927622685,17.879396690623256,63.38028169014085,71,2.5,3.5,0.0,0,Kmeans
26.585598715118476,24.75176421859226,63.49206349206349,63,2.5,4.0,0.0,0,Kmeans
12.050480208770175,30.77130172773268,62.5,56,2.5,4.5,0.0,0,Kmeans
12.867692701760314,27.451021414546712,63.46153846153846,52,2.5,5.0,0.0,0,Kmeans
24.338680705209505,24.123819701566404,69.38775510204081,49,2.5,5.5,0.0,0,Kmeans
32.53794785644908,25.80378337733697,72.91666666666666,48,2.5,6.0,0.0,0,Kmeans
40.880030753104535,17.823245629783784,77.27272727272727,44,2.5,6.5,0.0,0,Kmeans
59.58202815891942,13.590462137576106,80.0,50,2.5,7.0,0.0,0,Kmeans
38.98329965498335,14.984259371796718,77.08333333333334,48,2.5,7.5,0.0,0,Kmeans
43.293397794645294,15.161252467850586,79.16666666666666,48,2.5,8.0,0.0,0,Kmeans
45.517687540891025,20.308736482782606,81.81818181818183,44,2.5,8.5,0.0,0,Kmeans
51.32425676505352,14.880700466664502,82.92682926829268,41,2.5,9.0,0.0,0,Kmeans
50.656588799709134,14.058447980858643,83.33333333333334,42,2.5,9.5,0.0,0,Kmeans
15.884412312540007,10.54058952647093,22.5609756097561,164,3.0,0.5,0.0,0,Kmeans
10.206425508508431,14.1089522427079,31.782945736434108,129,3.0,1.0,0.0,0,Kmeans
6.607109210943252,13.006409282792857,37.5,104,3.0,1.5,0.0,0,Kmeans
-7.533950415268209,23.84430891339857,39.130434782608695,92,3.0,2.0,0.0,0,Kmeans
6.429681637197104,22.7334696513301,48.148148148148145,81,3.0,2.5,0.0,0,Kmeans
27.623726033500674,20.005569433159884,52.94117647058824,68,3.0,3.0,0.0,0,Kmeans
25.36452515156511,24.476968865358597,58.46153846153847,65,3.0,3.5,0.0,0,Kmeans
23.113303183009304,27.45451991072413,58.620689655172406,58,3.0,4.0,0.0,0,Kmeans
12.233651535051205,31.45604357608061,58.82352941176471,51,3.0,4.5,0.0,0,Kmeans
24.993937701251134,22.27980136861784,62.745098039215684,51,3.0,5.0,0.0,0,Kmeans
37.20128058213255,20.8379118151759,68.75,48,3.0,5.5,0.0,0,Kmeans
34.323931416715766,26.217515350421532,70.45454545454545,44,3.0,6.0,0.0,0,Kmeans
46.328392016913725,16.42474071576523,75.60975609756098,41,3.0,6.5,0.0,0,Kmeans
67.82167384067914,13.603097441327098,78.26086956521739,46,3.0,7.0,0.0,0,Kmeans
36.07365753747076,19.47787017470364,75.0,40,3.0,7.5,0.0,0,Kmeans
42.671056994088794,18.435545378797766,77.5,40,3.0,8.0,0.0,0,Kmeans
42.44535306501729,21.1097197990583,79.48717948717949,39,3.0,8.5,0.0,0,Kmeans
45.757785085224214,17.601905802361305,81.08108108108108,37,3.0,9.0,0.0,0,Kmeans
43.957148626117615,17.852627422119323,81.08108108108108,37,3.0,9.5,0.0,0,Kmeans
19.47738628731117,10.962905921203244,21.518987341772153,158,3.5,0.5,0.0,0,Kmeans
7.741343242547716,16.682577432387454,29.03225806451613,124,3.5,1.0,0.0,0,Kmeans
5.220931035238641,14.553406444471442,33.6734693877551,98,3.5,1.5,0.0,0,Kmeans
-4.53134543755519,22.38388554955086,36.666666666666664,90,3.5,2.0,0.0,0,Kmeans
-3.1256863065221796,26.66101661485821,43.24324324324324,74,3.5,2.5,0.0,0,Kmeans
28.715347110587743,16.4205992236522,50.76923076923077,65,3.5,3.0,0.0,0,Kmeans
19.645529672282525,22.911471271238298,54.09836065573771,61,3.5,3.5,0.0,0,Kmeans
23.990591067425537,22.886611663950458,55.35714285714286,56,3.5,4.0,0.0,0,Kmeans
8.86314719385799,30.365571352695515,55.10204081632652,49,3.5,4.5,0.0,0,Kmeans
21.871337584469973,20.015063050683796,59.183673469387756,49,3.5,5.0,0.0,0,Kmeans
33.03521467843118,19.3657058777397,65.21739130434783,46,3.5,5.5,0.0,0,Kmeans
36.755589506204856,16.343517554056685,68.29268292682927,41,3.5,6.0,0.0,0,Kmeans
33.32686187481444,16.582760296033417,70.27027027027027,37,3.5,6.5,0.0,0,Kmeans
34.039821234425595,20.010710805782598,71.05263157894737,38,3.5,7.0,0.0,0,Kmeans
21.204131142979122,20.196637886585254,67.56756756756756,37,3.5,7.5,0.0,0,Kmeans
24.209218403980426,21.37005972561178,70.27027027027027,37,3.5,8.0,0.0,0,Kmeans
37.164944736131254,18.40815432016597,75.0,36,3.5,8.5,0.0,0,Kmeans
36.01117585021192,17.272216213245382,76.47058823529412,34,3.5,9.0,0.0,0,Kmeans
35.596643630218615,16.937472819980357,76.47058823529412,34,3.5,9.5,0.0,0,Kmeans
39.7874850659349,10.690774812901244,20.80536912751678,149,4.0,0.5,0.0,0,Kmeans
23.704441003444888,14.55449590658096,27.500000000000004,120,4.0,1.0,0.0,0,Kmeans
18.434985911827305,14.49852611645704,32.29166666666667,96,4.0,1.5,0.0,0,Kmeans
13.415128373875262,22.336951102033556,37.07865168539326,89,4.0,2.0,0.0,0,Kmeans
13.647823687963644,25.894003749544087,43.83561643835616,73,4.0,2.5,0.0,0,Kmeans
40.951752418856024,14.664010251448337,51.5625,64,4.0,3.0,0.0,0,Kmeans
29.73703712072233,22.09788985683297,53.44827586206896,58,4.0,3.5,0.0,0,Kmeans
20.045175579435327,23.437141366698057,54.166666666666664,48,4.0,4.0,0.0,0,Kmeans
4.054337096669225,31.239846415020235,53.48837209302325,43,4.0,4.5,0.0,0,Kmeans
18.70038384666206,20.20142207247507,59.523809523809526,42,4.0,5.0,0.0,0,Kmeans
31.77021690258497,15.802518742468674,67.5,40,4.0,5.5,0.0,0,Kmeans
38.549680741251095,16.862117360640774,70.27027027027027,37,4.0,6.0,0.0,0,Kmeans
42.92207666756476,15.765232386123177,72.22222222222221,36,4.0,6.5,0.0,0,Kmeans
25.647606944979472,24.546576409512273,70.96774193548387,31,4.0,7.0,0.0,0,Kmeans
18.55485967630792,25.38815721504688,72.41379310344827,29,4.0,7.5,0.0,0,Kmeans
40.588676509902385,20.54019864134366,78.125,32,4.0,8.0,0.0,0,Kmeans
22.29020643675632,26.46650525877342,75.0,28,4.0,8.5,0.0,0,Kmeans
39.51557477371117,21.336146894450746,78.57142857142857,28,4.0,9.0,0.0,0,Kmeans
36.37536934310608,21.05183212413521,78.57142857142857,28,4.0,9.5,0.0,0,Kmeans
47.15038868210861,14.170148658837068,19.047619047619047,147,4.5,0.5,0.0,0,Kmeans
33.54183416098153,16.631433420396668,25.438596491228072,114,4.5,1.0,0.0,0,Kmeans
27.290518129286355,15.933999598560414,30.208333333333332,96,4.5,1.5,0.0,0,Kmeans
18.15539909572077,24.239132280671246,34.146341463414636,82,4.5,2.0,0.0,0,Kmeans
24.577754375388295,23.328468575519366,42.028985507246375,69,4.5,2.5,0.0,0,Kmeans
35.48979842468112,22.50927348745721,48.275862068965516,58,4.5,3.0,0.0,0,Kmeans
33.56956714008703,22.995349982860702,50.90909090909091,55,4.5,3.5,0.0,0,Kmeans
34.796838642641184,16.826445372572792,54.54545454545454,44,4.5,4.0,0.0,0,Kmeans
12.370309187561679,26.89635216589923,53.84615384615385,39,4.5,4.5,0.0,0,Kmeans
19.77482267663129,21.524758434571226,56.41025641025641,39,4.5,5.0,0.0,0,Kmeans
31.974600194518544,17.6519609022767,64.86486486486487,37,4.5,5.5,0.0,0,Kmeans
34.80305142105167,19.394559751972366,66.66666666666666,33,4.5,6.0,0.0,0,Kmeans
46.668081704003164,14.401366443927543,69.6969696969697,33,4.5,6.5,0.0,0,Kmeans
24.174719289598467,26.92761430592504,66.66666666666666,24,4.5,7.0,0.0,0,Kmeans
20.803308203770897,25.783192383838376,70.83333333333334,24,4.5,7.5,0.0,0,Kmeans
16.153394074284222,29.99338007862753,69.56521739130434,23,4.5,8.0,0.0,0,Kmeans
32.73603262421665,21.851325719097893,76.0,25,4.5,8.5,0.0,0,Kmeans
28.960555502155106,23.922629119889816,75.0,24,4.5,9.0,0.0,0,Kmeans
30.08228821751384,22.101454844899855,76.0,25,4.5,9.5,0.0,0,Kmeans
32.21571922364787,19.19761614086546,16.312056737588655,141,5.0,0.5,0.0,0,Kmeans
25.673367552341688,20.002526523991293,23.364485981308412,107,5.0,1.0,0.0,0,Kmeans
14.101574718312083,18.620311048386924,26.436781609195403,87,5.0,1.5,0.0,0,Kmeans
5.656851939501273,28.882844068750252,31.08108108108108,74,5.0,2.0,0.0,0,Kmeans
24.66938211348204,21.823898960551556,40.625,64,5.0,2.5,0.0,0,Kmeans
32.02484008449338,22.182868514503493,46.2962962962963,54,5.0,3.0,0.0,0,Kmeans
34.26322705776597,21.60471807648014,50.0,50,5.0,3.5,0.0,0,Kmeans
36.59016858206401,16.835895055613754,52.27272727272727,44,5.0,4.0,0.0,0,Kmeans
14.656514573071732,25.113054917393573,51.35135135135135,37,5.0,4.5,0.0,0,Kmeans
21.266495439234024,23.126849122054754,52.94117647058824,34,5.0,5.0,0.0,0,Kmeans
33.75087217016761,18.98803981647409,62.857142857142854,35,5.0,5.5,0.0,0,Kmeans
31.217004541371196,23.509059164476373,63.33333333333333,30,5.0,6.0,0.0,0,Kmeans
36.87353380811067,20.494870419756094,64.28571428571429,28,5.0,6.5,0.0,0,Kmeans
18.87872027623918,26.552770689031117,63.63636363636363,22,5.0,7.0,0.0,0,Kmeans
13.903169385649905,26.311249063057808,63.63636363636363,22,5.0,7.5,0.0,0,Kmeans
17.522565629903085,29.625595958363853,68.18181818181817,22,5.0,8.0,0.0,0,Kmeans
24.54031142253026,25.610139661996477,72.72727272727273,22,5.0,8.5,0.0,0,Kmeans
29.379860413532732,23.759243288818265,73.91304347826086,23,5.0,9.0,0.0,0,Kmeans
32.493018409326304,21.053083549180997,75.0,24,5.0,9.5,0.0,0,Kmeans
38.42207715712471,16.315342033859427,16.80672268907563,119,5.5,0.5,0.0,0,Kmeans
21.881867047975657,16.180793250548835,23.076923076923077,91,5.5,1.0,0.0,0,Kmeans
8.539209529647952,20.55108980972799,25.0,72,5.5,1.5,0.0,0,Kmeans
-0.8665232082081142,30.830702800039578,28.57142857142857,63,5.5,2.0,0.0,0,Kmeans
20.180771166353907,22.90933504546939,40.0,55,5.5,2.5,0.0,0,Kmeans
16.843531784893663,26.06011354854303,43.75,48,5.5,3.0,0.0,0,Kmeans
21.876100002649768,27.78305689466185,50.0,40,5.5,3.5,0.0,0,Kmeans
28.541972949378682,21.034881789442192,52.77777777777778,36,5.5,4.0,0.0,0,Kmeans
16.245641270748123,23.627290138313487,51.61290322580645,31,5.5,4.5,0.0,0,Kmeans
2.3240051675338824,31.942192627630504,48.275862068965516,29,5.5,5.0,0.0,0,Kmeans
35.87171455038649,20.02568105014913,64.28571428571429,28,5.5,5.5,0.0,0,Kmeans
38.448833312990516,20.15948472498124,65.38461538461539,26,5.5,6.0,0.0,0,Kmeans
40.75570912890816,18.367369919941503,66.66666666666666,27,5.5,6.5,0.0,0,Kmeans
21.145102884958078,25.637855633618134,61.904761904761905,21,5.5,7.0,0.0,0,Kmeans
17.932446243609302,22.91456037540856,61.904761904761905,21,5.5,7.5,0.0,0,Kmeans
18.856310695757195,29.264234340787116,66.66666666666666,21,5.5,8.0,0.0,0,Kmeans
26.567220288288617,25.61005052057947,71.42857142857143,21,5.5,8.5,0.0,0,Kmeans
30.168292309610578,22.89975373879741,72.72727272727273,22,5.5,9.0,0.0,0,Kmeans
35.227103408075536,21.05298867999017,73.91304347826086,23,5.5,9.5,0.0,0,Kmeans
38.16868067780001,19.22269435541494,15.65217391304348,115,6.0,0.5,0.0,0,Kmeans
28.46158067367155,15.933625704804449,22.47191011235955,89,6.0,1.0,0.0,0,Kmeans
13.684180919642897,20.220947962084328,25.0,72,6.0,1.5,0.0,0,Kmeans
3.6709604124833373,30.243280045298505,28.57142857142857,63,6.0,2.0,0.0,0,Kmeans
22.366078017372494,25.293734555835,38.88888888888889,54,6.0,2.5,0.0,0,Kmeans
23.429858520349846,25.279572416560157,43.75,48,6.0,3.0,0.0,0,Kmeans
29.702406713865415,26.68263594890652,50.0,40,6.0,3.5,0.0,0,Kmeans
34.067899125861366,20.72141822433114,52.77777777777778,36,6.0,4.0,0.0,0,Kmeans
23.264331427096742,22.10560748717948,51.61290322580645,31,6.0,4.5,0.0,0,Kmeans
6.883958376445531,31.618478399699214,48.275862068965516,29,6.0,5.0,0.0,0,Kmeans
30.558107261558764,20.96207244104101,60.71428571428571,28,6.0,5.5,0.0,0,Kmeans
24.292325048230644,24.392971651787807,60.0,25,6.0,6.0,0.0,0,Kmeans
40.24163237679339,18.36626394023993,65.38461538461539,26,6.0,6.5,0.0,0,Kmeans
24.673906457508753,25.355918727025607,61.904761904761905,21,6.0,7.0,0.0,0,Kmeans
21.625274087438594,22.855496529663093,61.904761904761905,21,6.0,7.5,0.0,0,Kmeans
21.526068830731916,29.010763838777603,66.66666666666666,21,6.0,8.0,0.0,0,Kmeans
28.856152179573357,25.609513949852523,71.42857142857143,21,6.0,8.5,0.0,0,Kmeans
28.40319349966862,22.55098089404572,71.42857142857143,21,6.0,9.0,0.0,0,Kmeans
34.38787574322972,21.507455107864143,72.72727272727273,22,6.0,9.5,0.0,0,Kmeans
43.53834395174481,18.679250473240206,15.65217391304348,115,6.5,0.5,0.0,0,Kmeans
29.10218038052077,18.349312916707767,21.59090909090909,88,6.5,1.0,0.0,0,Kmeans
14.347293126302386,23.56523276797257,23.943661971830984,71,6.5,1.5,0.0,0,Kmeans
6.488005085247561,31.64215741459377,27.419354838709676,62,6.5,2.0,0.0,0,Kmeans
31.897913803192424,25.197675708509525,38.88888888888889,54,6.5,2.5,0.0,0,Kmeans
32.61893379534406,24.73711822607459,43.75,48,6.5,3.0,0.0,0,Kmeans
34.629053178797434,26.370400349319574,48.717948717948715,39,6.5,3.5,0.0,0,Kmeans
33.74526629586112,24.014826006527148,50.0,32,6.5,4.0,0.0,0,Kmeans
25.552441548276494,24.143436967444114,50.0,30,6.5,4.5,0.0,0,Kmeans
8.314264673112227,33.48571719928614,46.42857142857143,28,6.5,5.0,0.0,0,Kmeans
30.746040779289462,23.124238129797604,59.25925925925925,27,6.5,5.5,0.0,0,Kmeans
26.098447024281278,26.46005447449977,58.333333333333336,24,6.5,6.0,0.0,0,Kmeans
50.77848645917216,18.241689133838626,65.38461538461539,26,6.5,6.5,0.0,0,Kmeans
22.71856524084339,25.60364071754958,57.89473684210527,19,6.5,7.0,0.0,0,Kmeans
26.611269097314395,22.287443536606762,61.904761904761905,21,6.5,7.5,0.0,0,Kmeans
27.528905984446016,28.57471491200408,66.66666666666666,21,6.5,8.0,0.0,0,Kmeans
29.03663732454238,25.609083906359153,70.0,20,6.5,8.5,0.0,0,Kmeans
35.4538777014948,21.33627340410931,71.42857142857143,21,6.5,9.0,0.0,0,Kmeans
42.11606789315259,21.171926688526472,72.72727272727273,22,6.5,9.5,0.0,0,Kmeans
43.26819045609125,20.733377042465673,13.761467889908257,109,7.0,0.5,0.0,0,Kmeans
22.931106411890646,23.12689851235823,18.072289156626507,83,7.0,1.0,0.0,0,Kmeans
17.426301147535916,24.40489117645091,21.428571428571427,70,7.0,1.5,0.0,0,Kmeans
2.5063870599805638,35.894617553743835,22.950819672131146,61,7.0,2.0,0.0,0,Kmeans
24.00749694081721,28.004317209801027,33.9622641509434,53,7.0,2.5,0.0,0,Kmeans
20.489532921973886,24.891513665005366,38.297872340425535,47,7.0,3.0,0.0,0,Kmeans
15.843644210864593,26.596749489204136,40.0,40,7.0,3.5,0.0,0,Kmeans
22.473866879647918,23.803536440065045,42.42424242424242,33,7.0,4.0,0.0,0,Kmeans
9.315138084145392,28.437783940368806,40.625,32,7.0,4.5,0.0,0,Kmeans
-1.29158700817823,33.96032421925038,37.93103448275862,29,7.0,5.0,0.0,0,Kmeans
15.285868658046887,26.114801750375204,50.0,28,7.0,5.5,0.0,0,Kmeans
11.28302417926983,29.058372063268394,50.0,26,7.0,6.0,0.0,0,Kmeans
19.399995223537147,23.816285373409162,52.17391304347826,23,7.0,6.5,0.0,0,Kmeans
12.483294987853233,25.03453947033859,50.0,18,7.0,7.0,0.0,0,Kmeans
9.501884596763354,27.293725434555355,50.0,18,7.0,7.5,0.0,0,Kmeans
9.92364780242838,28.183393425886692,52.63157894736842,19,7.0,8.0,0.0,0,Kmeans
11.23812334104366,27.982614114610595,58.82352941176471,17,7.0,8.5,0.0,0,Kmeans
28.970415340645552,21.336045535859263,63.1578947368421,19,7.0,9.0,0.0,0,Kmeans
27.840610319139113,21.171583855961043,63.1578947368421,19,7.0,9.5,0.0,0,Kmeans
27.27495360147991,25.57218513527585,11.320754716981133,106,7.5,0.5,0.0,0,Kmeans
20.48527669383604,24.65554644064263,16.666666666666664,78,7.5,1.0,0.0,0,Kmeans
11.69051616987029,27.606845847009293,18.461538461538463,65,7.5,1.5,0.0,0,Kmeans
4.917503777441934,36.718236078429975,22.033898305084744,59,7.5,2.0,0.0,0,Kmeans
23.704593705847522,28.837648111434465,32.69230769230769,52,7.5,2.5,0.0,0,Kmeans
14.45815732265061,28.145431000134717,34.883720930232556,43,7.5,3.0,0.0,0,Kmeans
7.426636295693068,32.624213638648506,36.84210526315789,38,7.5,3.5,0.0,0,Kmeans
14.674367071610405,28.10764963967735,37.5,32,7.5,4.0,0.0,0,Kmeans
5.637615142644248,30.318761369445728,36.666666666666664,30,7.5,4.5,0.0,0,Kmeans
0.9289255120140893,32.820155896143845,35.714285714285715,28,7.5,5.0,0.0,0,Kmeans
14.773979272164993,26.537157847765684,50.0,24,7.5,5.5,0.0,0,Kmeans
12.212105174192578,28.559578941640552,50.0,22,7.5,6.0,0.0,0,Kmeans
20.650181762048135,23.117480668019876,50.0,22,7.5,6.5,0.0,0,Kmeans
12.544156067981515,24.744040527145465,47.05882352941176,17,7.5,7.0,0.0,0,Kmeans
9.022087616638341,27.212375637639592,47.05882352941176,17,7.5,7.5,0.0,0,Kmeans
12.329690372064285,27.90480397559098,52.63157894736842,19,7.5,8.0,0.0,0,Kmeans
13.769379324746133,27.74613527373932,58.82352941176471,17,7.5,8.5,0.0,0,Kmeans
23.400692092534726,21.40936314062297,63.1578947368421,19,7.5,9.0,0.0,0,Kmeans
23.403065494685226,21.292876764931357,63.1578947368421,19,7.5,9.5,0.0,0,Kmeans
23.63810070257133,25.565397493382573,10.576923076923077,104,8.0,0.5,0.0,0,Kmeans
16.94506492776999,24.650059417917845,16.455696202531644,79,8.0,1.0,0.0,0,Kmeans
6.49765079243112,27.964359913023983,17.46031746031746,63,8.0,1.5,0.0,0,Kmeans
2.070658578985718,36.13317083584814,21.666666666666668,60,8.0,2.0,0.0,0,Kmeans
20.124075863021986,30.34885943625774,30.0,50,8.0,2.5,0.0,0,Kmeans
18.568700676848593,28.72057147434151,33.33333333333333,42,8.0,3.0,0.0,0,Kmeans
13.289393623025457,32.00011517638807,36.84210526315789,38,8.0,3.5,0.0,0,Kmeans
21.70912386733037,27.216957409821497,37.5,32,8.0,4.0,0.0,0,Kmeans
12.880672721878073,28.976337479440833,36.666666666666664,30,8.0,4.5,0.0,0,Kmeans
5.379727206272444,32.53687277858772,35.714285714285715,28,8.0,5.0,0.0,0,Kmeans
26.293796039752305,26.226906997111982,50.0,24,8.0,5.5,0.0,0,Kmeans
23.72407956934883,28.257630989941905,50.0,22,8.0,6.0,0.0,0,Kmeans
33.59693560586019,22.79378116211495,50.0,22,8.0,6.5,0.0,0,Kmeans
20.15284888603517,24.371552435152168,47.05882352941176,17,8.0,7.0,0.0,0,Kmeans
17.25177669123299,26.53550770943295,47.05882352941176,17,8.0,7.5,0.0,0,Kmeans
24.72976588563629,27.391030277997235,52.63157894736842,19,8.0,8.0,0.0,0,Kmeans
26.54853351021287,27.074190456471808,58.82352941176471,17,8.0,8.5,0.0,0,Kmeans
26.73444991420142,26.477136517508416,62.5,16,8.0,9.0,0.0,0,Kmeans
38.2453400608042,21.05110190956375,63.1578947368421,19,8.0,9.5,0.0,0,Kmeans
22.954306486137654,26.19352120259828,10.0,100,8.5,0.5,0.0,0,Kmeans
12.190427046202146,27.436107489721945,15.384615384615385,78,8.5,1.0,0.0,0,Kmeans
