timestamp,delta,ema_spread,ema_mean,atr_spread,pv_ratio
2024-06-18 14:30:00-04:00,-1.4396846069907407,8.695815151964549,-1.3672599876378004,0.5343035480639114,0.5
2024-06-18 14:40:00-04:00,-2.97369961283376,8.617221642312398,-4.976470593151637,0.342283839432776,0.5
2024-06-18 14:50:00-04:00,-2.8743749999999957,8.76752923313523,-5.161983356833557,0.33905187524221625,0.5
2024-06-18 15:00:00-04:00,-2.739760746147615,7.54782604670679,-3.218327215249629,0.33483936364676226,0.5
2024-06-18 15:10:00-04:00,-0.9860976398318776,6.427541287673396,-0.2518324745417311,0.3392785604081577,0.75
2024-06-18 15:20:00-04:00,-0.1979025599759166,6.715886623277357,1.2495321649646605,0.27506226945720424,1.0
2024-06-18 15:30:00-04:00,0.4440059200789278,7.182067600135402,1.848890327559131,0.27628960297218325,1.5
2024-06-18 15:40:00-04:00,1.8591641987495813,7.222092775529331,2.1165649028457425,0.2746568313847593,1.5
2024-06-18 15:50:00-04:00,0.7095629737139248,5.59934306970013,-0.6475692228776001,0.27386782804273024,0.6666666666666666
2024-06-18 16:00:00-04:00,-3.407643312101912,5.422048867647811,-3.2171398520348418,0.3118754945149551,0.6666666666666666
2024-06-18 16:10:00-04:00,-1.5259740259740338,6.488492122653779,-0.5553022364213719,0.33024912107935206,1.0
2024-06-18 16:50:00-04:00,-3.793873256104045,5.570266444265119,-3.55267563191003,0.33888778281623777,1.5
2024-06-20 08:00:00-04:00,-3.3600000000000025,5.592769115877428,-3.8432993726310807,0.3525271225101175,1.5
2024-06-20 09:30:00-04:00,2.105934907466497,8.972045213523328,-2.8919383005397417,0.44556762671191064,0.6666666666666666
2024-06-20 09:40:00-04:00,-7.706687898089166,11.237380263703644,-4.934491502970727,0.7749482627722218,0.6666666666666666
2024-06-20 09:50:00-04:00,-11.916932907348244,15.685454963685263,-7.185578576365323,0.7906744086537774,1.0
2024-06-20 10:00:00-04:00,-10.862939297124607,16.986359643927212,-9.132793954825239,0.786097666675479,1.5
2024-06-20 10:10:00-04:00,-10.888018282729343,19.574837555616803,-7.842232209597473,0.7729972557144726,1.5
2024-06-20 10:20:00-04:00,-11.609326593836618,20.474901529635382,-9.970459097764817,0.776648580016796,1.5
2024-06-20 10:30:00-04:00,-16.36363636363636,22.32808667759595,-13.549114228981388,0.814131613228411,1.5
2024-06-20 10:40:00-04:00,-19.193548387096772,23.60971131529117,-17.62164010646467,0.831902666671883,1.0
2024-06-20 10:50:00-04:00,-19.07227109220662,23.765528783680523,-20.427876469342927,0.8275358122160033,1.0
2024-06-20 11:00:00-04:00,-14.641693811074921,24.498218291401322,-19.414089850370743,0.8446281115472003,0.6666666666666666
2024-06-20 11:10:00-04:00,-13.599999999999998,24.414628529268544,-19.55406828230937,0.8421686560053723,0.6666666666666666
2024-06-20 11:20:00-04:00,-12.684651967709057,24.59908275378566,-19.218371986457704,0.8438628757402659,1.0
2024-06-20 11:30:00-04:00,-14.407334643091025,24.11293855285646,-20.060560932650763,0.8296751205647971,1.0
2024-06-20 11:40:00-04:00,-15.684057502826676,22.467434674797406,-22.806728403617353,0.8316254314989345,1.5
2024-06-20 11:50:00-04:00,-15.836669335468375,21.556715414882085,-24.529106666493853,0.8353143558754265,1.5
2024-06-20 12:00:00-04:00,-12.957467853610286,22.93275421846424,-20.0610943792775,0.8420336075303207,1.0
2024-06-20 12:10:00-04:00,-14.490603363006924,22.543057826454362,-20.619364300748586,0.8390206298197666,1.5
2024-06-20 12:20:00-04:00,-16.88829787234042,22.392374231387908,-20.678856383056882,0.8103657873876591,1.5
2024-06-20 12:30:00-04:00,-16.55629139072848,21.715256304037492,-22.209086081147905,0.7951872798112932,1.5
2024-06-20 12:40:00-04:00,-22.453124999999996,22.53367349631499,-32.62666010399021,0.7403901027943238,1.5
2024-06-20 12:50:00-04:00,-13.83742637188968,13.600487816269483,-17.81483602185601,0.6403638021098879,1.5
2024-06-20 13:00:00-04:00,-8.088501994922018,12.504257095038726,-10.771665031057374,0.5113960141252158,1.0
2024-06-20 13:10:00-04:00,-7.884974498116478,12.776064232858646,-12.30759195786363,0.492720751354953,1.0
2024-06-20 13:20:00-04:00,-6.851071624839718,11.860439234704963,-9.312023365578792,0.4977196969284281,1.0
2024-06-20 13:30:00-04:00,-6.954436450839334,11.408818393504793,-8.622645736236551,0.49840686431342096,1.3333333333333333
2024-06-20 13:40:00-04:00,0.09704968944098827,10.392457968484727,-1.3670303623472904,0.4917247394309352,2.0
2024-06-20 13:50:00-04:00,3.8722554890219514,11.615578048985048,2.799635848454129,0.4065118713551077,2.0
2024-06-20 14:00:00-04:00,4.442898320246496,11.551563337559006,2.928350729302924,0.3558902697535622,2.0
2024-06-20 14:10:00-04:00,0.019080328181654487,9.653747624519145,-2.031481512694738,0.36192049617648303,2.0
2024-06-20 14:20:00-04:00,-2.758881330309903,9.613525616801871,-3.434517972570814,0.2646158186384259,1.5
2024-06-20 14:30:00-04:00,-1.7642642642642599,10.064663500161936,-4.017820083709945,0.26330316207348303,1.5
2024-06-20 14:40:00-04:00,0.40168324407039185,9.48673284180529,-1.0812756534744614,0.26860404707536195,1.5
2024-06-20 14:50:00-04:00,0.26819923371647614,9.506074163806826,-0.6492501766749803,0.28160608433917445,1.5
2024-06-20 15:00:00-04:00,-0.4375951293759588,9.929641739017274,-1.3992516956803371,0.2861512509054205,1.5
2024-06-20 15:10:00-04:00,0.5303030303030325,10.631531935239005,-1.5162037771221166,0.28667416842489546,1.0
