symbol,timestamp,open,high,low,close,volume,trade_count,vwap,dollar_volume,prediction
PCG,2025-08-20 13:05:00-04:00,15.48,15.485,15.47,15.47,65912.0,341.0,15.477667,1019658.64,0
PCG,2025-08-20 13:06:00-04:00,15.47,15.47,15.46,15.465,14471.0,93.0,15.463686,223794.015,0
PCG,2025-08-20 13:07:00-04:00,15.46,15.47,15.455,15.465,17589.0,97.0,15.460404,272013.885,0
PCG,2025-08-20 13:08:00-04:00,15.46,15.47,15.455,15.47,10962.0,81.0,15.461577,169582.14,0
PCG,2025-08-20 13:09:00-04:00,15.465,15.47,15.455,15.455,8532.0,78.0,15.46168,131862.06,0
PCG,2025-08-20 13:10:00-04:00,15.455,15.46,15.455,15.455,5753.0,44.0,15.455594,88912.615,0
PCG,2025-08-20 13:11:00-04:00,15.455,15.46,15.445,15.445,13459.0,92.0,15.452087,207874.255,0
PCG,2025-08-20 13:12:00-04:00,15.445,15.445,15.44,15.445,5695.0,49.0,15.444488,87959.27500000001,2
PCG,2025-08-20 13:13:00-04:00,15.44,15.445,15.44,15.445,2719.0,20.0,15.441944,41994.955,2
PCG,2025-08-20 13:14:00-04:00,15.44,15.45,15.44,15.445,48722.0,146.0,15.446768,752511.29,2
PCG,2025-08-20 13:15:00-04:00,15.445,15.445,15.435,15.445,92726.0,400.0,15.439833,1432153.07,0
PCG,2025-08-20 13:16:00-04:00,15.45,15.45,15.4446,15.445,27037.0,79.0,15.445144,417586.465,0
PCG,2025-08-20 13:17:00-04:00,15.445,15.45,15.43,15.43,14300.0,101.0,15.435451,220649.0,0
