return,drawdown,sl,tp,std_n,sim_threshold
30.36943959999633,11.08213752904713,4.0,6.0,1.0,0.6
33.086041999999196,3.210635348363801,4.0,6.0,2.0,0.6
34.76506509999954,3.837326503027601,4.0,6.0,3.0,0.6
31.572445099999573,3.0674751939617866,4.0,6.0,4.0,0.6
25.501691199999378,2.1722860490511935,4.0,6.0,5.0,0.6
23.99964269999943,2.1722864180880843,4.0,6.0,6.0,0.6
33.08757699999682,10.90152700729336,4.0,7.0,1.0,0.6
34.38650639999937,3.4945356048297684,4.0,7.0,2.0,0.6
35.786377599999426,3.8768930573222415,4.0,7.0,3.0,0.6
32.50505979999944,2.8418035110870505,4.0,7.0,4.0,0.6
28.090301299999382,2.251660770532644,4.0,7.0,5.0,0.6
26.484620399999457,2.25167476183936,4.0,7.0,6.0,0.6
28.582052299996185,11.460736475111045,4.0,8.0,1.0,0.6
35.622024999999326,3.3655236037628398,4.0,8.0,2.0,0.6
34.037268199999495,3.877202556476834,4.0,8.0,3.0,0.6
30.590168899999437,2.813955684684478,4.0,8.0,4.0,0.6
28.505058499999386,2.2516045332294543,4.0,8.0,5.0,0.6
26.768834099999427,2.2516689928881246,4.0,8.0,6.0,0.6
27.473522599996535,11.444800051175449,4.0,9.0,1.0,0.6
38.44000769999935,3.3232308510528696,4.0,9.0,2.0,0.6
35.520735899999536,3.876857571313551,4.0,9.0,3.0,0.6
31.67131729999953,2.756590015454484,4.0,9.0,4.0,0.6
29.46833649999938,2.2515961840031626,4.0,9.0,5.0,0.6
27.495673999999376,2.251569244510325,4.0,9.0,6.0,0.6
36.04283799999731,11.230183204184872,4.0,10.0,1.0,0.6
47.3374048999995,3.704485258031056,4.0,10.0,2.0,0.6
42.31698219999947,3.876613865816151,4.0,10.0,3.0,0.6
37.65699769999942,3.7038212121026084,4.0,10.0,4.0,0.6
33.991111099999635,3.7045219375626055,4.0,10.0,5.0,0.6
31.94858639999968,3.7044996469809113,4.0,10.0,6.0,0.6
30.550503399996582,4.254971239975921,5.0,1.0,1.0,0.6
27.067198399998755,2.3599436089983703,5.0,1.0,2.0,0.6
26.795897899998934,1.4732156838917128,5.0,1.0,3.0,0.6
27.787900199999203,0.5283669190820282,5.0,1.0,4.0,0.6
22.13425749999944,0.5328647695091859,5.0,1.0,5.0,0.6
21.006344399999406,0.5328647695091859,5.0,1.0,6.0,0.6
46.07757459999845,3.349414811061339,5.0,2.0,1.0,0.6
29.272539299998783,2.3014841412136153,5.0,2.0,2.0,0.6
28.95124259999905,1.4731525098292069,5.0,2.0,3.0,0.6
29.747294799999246,0.7795795397314191,5.0,2.0,4.0,0.6
23.879980499999395,0.7798532615822856,5.0,2.0,5.0,0.6
22.738677399999418,0.7797014444206024,5.0,2.0,6.0,0.6
51.61128609999858,3.2965336530534737,5.0,3.0,1.0,0.6
31.301725799999197,2.653847572701652,5.0,3.0,2.0,0.6
31.034894999999317,3.0652295216552723,5.0,3.0,3.0,0.6
31.40417249999946,2.155423880002628,5.0,3.0,4.0,0.6
25.50383819999933,2.11433665159988,5.0,3.0,5.0,0.6
24.310967399999413,2.1145717949319267,5.0,3.0,6.0,0.6
51.701729799998866,4.323094422418775,5.0,4.0,1.0,0.6
30.65502779999892,3.369320619511157,5.0,4.0,2.0,0.6
32.50556219999943,3.694068068692158,5.0,4.0,3.0,0.6
32.42159999999954,2.733325876176495,5.0,4.0,4.0,0.6
26.199119299999378,2.692779079117485,5.0,4.0,5.0,0.6
24.925786099999414,2.6929863020371294,5.0,4.0,6.0,0.6
57.03596919999892,4.222575840400476,5.0,5.0,1.0,0.6
31.946629099999146,3.182879364677644,5.0,5.0,2.0,0.6
32.64955619999938,3.694340816739392,5.0,5.0,3.0,0.6
32.66737409999946,2.733314848655117,5.0,5.0,4.0,0.6
26.175446099999387,2.692805364135721,5.0,5.0,5.0,0.6
24.7803028999994,2.6931655891937174,5.0,5.0,6.0,0.6
35.282189899997874,11.898450072805524,5.0,6.0,1.0,0.6
35.366056099999234,3.5596960549810674,5.0,6.0,2.0,0.6
37.536812199999545,4.068527966340723,5.0,6.0,3.0,0.6
33.48590349999961,2.9681168595840077,5.0,6.0,4.0,0.6
24.841429699999413,2.6928760142816035,5.0,6.0,5.0,0.6
23.461726499999422,2.6930385073989656,5.0,6.0,6.0,0.6
36.7155787999976,11.652456746979674,5.0,7.0,1.0,0.6
35.91568089999922,3.223812359317826,5.0,7.0,2.0,0.6
37.79923309999955,4.068568434491169,5.0,7.0,3.0,0.6
33.81933489999949,2.967703642724382,5.0,7.0,4.0,0.6
27.03778739999939,2.7456984413801733,5.0,7.0,5.0,0.6
25.560964199999447,2.7459742521845443,5.0,7.0,6.0,0.6
36.07265079999756,11.0107767853951,5.0,8.0,1.0,0.6
36.516412399999304,3.136583152466631,5.0,8.0,2.0,0.6
36.31529349999948,4.068771372034515,5.0,8.0,3.0,0.6
32.16564809999944,2.96825559109717,5.0,8.0,4.0,0.6
27.446589199999387,2.7459343093278283,5.0,8.0,5.0,0.6
25.84535409999943,2.7459714043177867,5.0,8.0,6.0,0.6
35.45431289999716,11.009047475105637,5.0,9.0,1.0,0.6
39.29073639999918,3.136428463450227,5.0,9.0,2.0,0.6
37.767141499999354,4.068738185670784,5.0,9.0,3.0,0.6
33.2569634999994,2.9681398335504765,5.0,9.0,4.0,0.6
28.404475399999356,2.7455377796151166,5.0,9.0,5.0,0.6
26.56258339999939,2.745764558977572,5.0,9.0,6.0,0.6
46.684640199997865,11.007611333341739,5.0,10.0,1.0,0.6
48.600360399999275,3.704595982754063,5.0,10.0,2.0,0.6
45.02097719999953,4.0682469780850345,5.0,10.0,3.0,0.6
39.573836599999574,3.7040314150612352,5.0,10.0,4.0,0.6
32.887099899999505,3.703800440653281,5.0,10.0,5.0,0.6
30.984065799999616,3.704422286452496,5.0,10.0,6.0,0.6
34.53949929999883,4.212683271522766,6.0,1.0,1.0,0.6
29.63666669999872,2.905034527014474,6.0,1.0,2.0,0.6
28.41239309999904,1.6404299213259803,6.0,1.0,3.0,0.6
27.68233009999922,1.016621266918629,6.0,1.0,4.0,0.6
22.031715899999384,1.0167971139201288,6.0,1.0,5.0,0.6
20.906752799999435,1.0167561206107707,6.0,1.0,6.0,0.6
52.12938979999887,3.1855843732064653,6.0,2.0,1.0,0.6
31.956034599998734,2.8456377801547763,6.0,2.0,2.0,0.6
30.526941399999153,1.6402849431923172,6.0,2.0,3.0,0.6
29.57384179999925,1.016621266918629,6.0,2.0,4.0,0.6
23.71354119999935,1.0167971139201288,6.0,2.0,5.0,0.6
22.574028099999413,1.0167561206107707,6.0,2.0,6.0,0.6
62.328730899999385,3.3034684970145847,6.0,3.0,1.0,0.6
34.73093889999942,3.0749747519276687,6.0,3.0,2.0,0.6
32.90055299999952,3.5462305293997805,6.0,3.0,3.0,0.6
31.03061999999944,2.4749083762557342,6.0,3.0,4.0,0.6
25.145516599999407,2.434628551389328,6.0,3.0,5.0,0.6
23.81931809999945,2.4345556971626774,6.0,3.0,6.0,0.6
57.6045852999991,4.374491086659024,6.0,4.0,1.0,0.6
33.54956689999922,3.8863917985497527,6.0,4.0,2.0,0.6
34.026098799999396,4.209759006090562,6.0,4.0,3.0,0.6
31.650866499999537,3.1680487488641456,6.0,4.0,4.0,0.6
25.465539899999378,3.128235183763971,6.0,4.0,5.0,0.6
24.061471299999408,3.1277890326424216,6.0,4.0,6.0,0.6
64.19447399999935,4.273531234039015,6.0,5.0,1.0,0.6
35.014164099999384,3.700640996027344,6.0,5.0,2.0,0.6
34.048045499999425,4.209095288746573,6.0,5.0,3.0,0.6
31.77224339999951,3.1687800545348943,6.0,5.0,4.0,0.6
25.441578999999415,3.1272896825079166,6.0,5.0,5.0,0.6
23.916950499999395,3.127725613599918,6.0,5.0,6.0,0.6
41.43140499999747,12.163454629277416,6.0,6.0,1.0,0.6
38.59544129999922,4.076060359353977,6.0,6.0,2.0,0.6
39.00999719999952,4.5825685504099445,6.0,6.0,3.0,0.6
32.606498799999535,3.3231228368097248,6.0,6.0,4.0,0.6
24.136520599999393,3.1280030336943767,6.0,6.0,5.0,0.6
22.628001999999398,3.128006019417178,6.0,6.0,6.0,0.6
39.03879999999772,12.794255832681367,6.0,7.0,1.0,0.6
39.16208729999926,3.742165784602611,6.0,7.0,2.0,0.6
39.274155499999495,4.582228550012268,6.0,7.0,3.0,0.6
33.09349569999953,3.323320669116392,6.0,7.0,4.0,0.6
26.37269829999941,3.1020092471102245,6.0,7.0,5.0,0.6
24.76251969999941,3.1019308886277415,6.0,7.0,6.0,0.6
36.72071129999743,11.011531604743602,6.0,8.0,1.0,0.6
37.2736321999993,3.654669628461941,6.0,8.0,2.0,0.6
35.53404709999947,4.582893488370692,6.0,8.0,3.0,0.6
30.869547099999238,3.32366319423754,6.0,8.0,4.0,0.6
26.800649599999392,3.101905504911343,6.0,8.0,5.0,0.6
25.067333199999442,3.1016113689086007,6.0,8.0,6.0,0.6
35.985009699997114,11.007716173212202,6.0,9.0,1.0,0.6
40.529185899999135,3.6541005704259435,6.0,9.0,2.0,0.6
37.17382689999943,4.582706228101005,6.0,9.0,3.0,0.6
32.060017899999394,3.323405028862286,6.0,9.0,4.0,0.6
27.856773699999437,3.101945016859855,6.0,9.0,5.0,0.6
25.88622209999939,3.101601651739653,6.0,9.0,6.0,0.6
45.157111099997884,11.006778006608824,6.0,10.0,1.0,0.6
48.30540369999938,4.014438852566958,6.0,10.0,2.0,0.6
44.84405729999952,4.582274654750312,6.0,10.0,3.0,0.6
38.59131869999951,3.7043700817837295,6.0,10.0,4.0,0.6
32.585168199999636,3.70408215300574,6.0,10.0,5.0,0.6
30.54012449999951,3.7046656663852526,6.0,10.0,6.0,0.6
36.70754059999922,4.73626275248521,7.0,1.0,1.0,0.6
31.62172989999881,3.203795957246231,7.0,1.0,2.0,0.6
29.99773099999911,1.8494485080297354,7.0,1.0,3.0,0.6
29.48128919999927,1.322360798600026,7.0,1.0,4.0,0.6
23.74887009999939,1.3219294667098103,7.0,1.0,5.0,0.6
22.607966999999395,1.3219027514389268,7.0,1.0,6.0,0.6
56.29779329999964,3.1394674251837147,7.0,2.0,1.0,0.6
35.71033969999943,3.1457798340904093,7.0,2.0,2.0,0.6
33.780431899999705,1.8494872354878673,7.0,2.0,3.0,0.6
33.02912159999955,1.322360798600026,7.0,2.0,4.0,0.6
27.012021699999327,1.3219294667098103,7.0,2.0,5.0,0.6
25.83785849999939,1.3219027514389268,7.0,2.0,6.0,0.6
59.4698230999999,4.8462970483944146,7.0,3.0,1.0,0.6
31.388834799999167,4.391159021809694,7.0,3.0,2.0,0.6
30.014060599999315,4.390890448369453,7.0,3.0,3.0,0.6
28.40634969999918,4.391338743356948,7.0,3.0,4.0,0.6
22.63881389999941,4.392144590226291,7.0,3.0,5.0,0.6
21.33701539999948,4.391154482993033,7.0,3.0,6.0,0.6
55.141028899998844,5.52723578751864,7.0,4.0,1.0,0.6
30.008521899998815,4.392122642016834,7.0,4.0,2.0,0.6
30.89060099999924,4.642640226760052,7.0,4.0,3.0,0.6
28.78937599999935,4.39128962923593,7.0,4.0,4.0,0.6
22.73833959999944,4.391784338896046,7.0,4.0,5.0,0.6
21.36217859999949,4.391236008996771,7.0,4.0,6.0,0.6
62.094369899999414,6.541463696015873,7.0,5.0,1.0,0.6
30.82033309999887,4.3909169703352475,7.0,5.0,2.0,0.6
30.32984479999918,4.642949935745057,7.0,5.0,3.0,0.6
28.329422099999356,4.392068786078864,7.0,5.0,4.0,0.6
22.250270099999412,4.391676954628806,7.0,5.0,5.0,0.6
20.7682715999995,4.390799805815141,7.0,5.0,6.0,0.6
39.65481899999789,13.232585823665321,7.0,6.0,1.0,0.6
32.975518299999095,4.509802225818264,7.0,6.0,2.0,0.6
34.53834669999941,5.0139717289223364,7.0,6.0,3.0,0.6
28.556625699999323,4.391043484752157,7.0,6.0,4.0,0.6
20.429001699999482,4.391144720986957,7.0,6.0,5.0,0.6
18.96635079999949,4.392303254401016,7.0,6.0,6.0,0.6
38.458245199997705,13.910643570836653,7.0,7.0,1.0,0.6
35.169144199999224,4.392557447431667,7.0,7.0,2.0,0.6
36.45511159999939,5.014343062948181,7.0,7.0,3.0,0.6
30.622800899999287,4.391233549910769,7.0,7.0,4.0,0.6
22.422446999999444,4.391144720986957,7.0,7.0,5.0,0.6
20.86482849999945,4.392303254401016,7.0,7.0,6.0,0.6
35.16190269999721,11.235614662340735,7.0,8.0,1.0,0.6
32.61178589999903,4.3921291255896735,7.0,8.0,2.0,0.6
32.411630799999344,5.013971303474987,7.0,8.0,3.0,0.6
28.075921199999314,4.392161430060761,7.0,8.0,4.0,0.6
22.83672479999946,4.392432093883252,7.0,8.0,5.0,0.6
21.158961999999505,4.391467925740774,7.0,8.0,6.0,0.6
33.559386299996866,11.082310691867997,7.0,9.0,1.0,0.6
35.06625419999912,4.391159538771684,7.0,9.0,2.0,0.6
33.3419394999994,5.013969284931379,7.0,9.0,3.0,0.6
28.59176949999927,4.392482649389431,7.0,9.0,4.0,0.6
23.25177649999941,4.3925745837804,7.0,9.0,5.0,0.6
21.3560188999995,4.391699985405733,7.0,9.0,6.0,0.6
42.77963519999793,11.011030988436033,7.0,10.0,1.0,0.6
42.80920119999934,4.470780491302326,7.0,10.0,2.0,0.6
41.06729229999951,5.013936712838884,7.0,10.0,3.0,0.6
35.21180959999954,4.390829082445806,7.0,10.0,4.0,0.6
27.809040999999503,4.391078188569612,7.0,10.0,5.0,0.6
25.83919119999948,4.392705161805445,7.0,10.0,6.0,0.6
38.20286329999912,4.473443586381378,8.0,1.0,1.0,0.6
32.42309479999882,3.203795957246231,8.0,1.0,2.0,0.6
30.92663699999911,2.143283490525718,8.0,1.0,3.0,0.6
30.496989199999298,1.322360798600026,8.0,1.0,4.0,0.6
23.46412009999942,1.3219294667098103,8.0,1.0,5.0,0.6
22.326136999999406,1.3219027514389268,8.0,1.0,6.0,0.6
57.86439189999978,4.311216678305114,8.0,2.0,1.0,0.6
36.377514099999594,3.1457798340904093,8.0,2.0,2.0,0.6
